run_id,scenario,model_name,trial_id,text_column,tfidf_params_json,tfidf_analyzer,tfidf_max_features,tfidf_ngram_range,tfidf_min_df,tfidf_max_df,tfidf_sublinear_tf,model_params_json,model_params_effective_json,class_weight,solver,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,accuracy_val,macro_precision_val,macro_recall_val,macro_f1_val,weighted_precision_val,weighted_recall_val,weighted_f1_val,micro_precision_val,micro_recall_val,micro_f1_val,train_time_sec,val_predict_time_sec,fallback_used,warning_message,status,notes,rank_global,rank_within_scenario_model,is_best_for_scenario_model,is_best_overall
deep_20260612_180817,02_Basic_Clean,LogisticRegression,19,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 2.0, ""solver"": ""lbfgs""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7096774193548387,0.6452959068408421,0.6560478120193804,0.6419511721032426,0.7324966744205189,0.7096774193548387,0.7158155220148731,0.7096774193548387,0.7096774193548387,0.7096774193548387,2.0356268340001407,0.0015052500002639,False,,success,,12,1,True,False
deep_20260612_180817,02_Basic_Clean,LinearSVC,13,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 0.5, ""class_weight"": ""balanced""}","{""C"": 0.5, ""class_weight"": ""balanced""}",balanced,,0.5,,,,,,,,0.7228195937873357,0.649263354933795,0.6538852361998435,0.6413898505007766,0.7318943164153757,0.7228195937873357,0.7221840138631703,0.7228195937873357,0.7228195937873357,0.7228195937873357,0.6085350839994135,0.0006722910002281,False,,success,,13,3,False,False
deep_20260612_180817,05_Balanced,LogisticRegression,23,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 5.0, ""solver"": ""lbfgs""}","{""C"": 5.0, ""solver"": ""lbfgs""}",,lbfgs,5.0,,,,,,,,0.7204301075268817,0.6720934638549807,0.6380572211145316,0.6407288758820262,0.722441933634382,0.7204301075268817,0.7147082742458003,0.7204301075268817,0.7204301075268817,0.7204301075268817,5.761419583999668,0.003399207998882,False,,success,,14,2,False,False
deep_20260612_180817,05_Balanced,LogisticRegression,19,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 2.0, ""solver"": ""lbfgs""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7192353643966547,0.6727350983335775,0.6400218597995716,0.6407060407631102,0.7235763436590789,0.7192353643966547,0.7145475930388537,0.7192353643966547,0.7192353643966547,0.7192353643966547,5.791416666999794,0.0043195409998588,False,,success,,15,3,False,False
deep_20260612_180817,02_Basic_Clean,LogisticRegression,18,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 70000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,70000,"(1, 2)",2,0.95,True,"{""C"": 2.0, ""solver"": ""lbfgs""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7096774193548387,0.653097401283644,0.6501020749026704,0.6406526469451147,0.730748755844163,0.7096774193548387,0.7140860052083944,0.7096774193548387,0.7096774193548387,0.7096774193548387,2.6813132499996755,0.0020148329999756,False,,success,,16,2,False,False
deep_20260612_180817,02_Basic_Clean,LogisticRegression,37,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 70000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,70000,"(1, 2)",2,0.95,True,"{""C"": 2.0, ""solver"": ""saga""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7096774193548387,0.653097401283644,0.6501020749026704,0.6406526469451147,0.730748755844163,0.7096774193548387,0.7140860052083944,0.7096774193548387,0.7096774193548387,0.7096774193548387,78.23172958300029,0.0051560420001806,True,The max_iter was reached which means the coef_ did not converge; LogisticRegression saga raised ConvergenceWarning; fallback to lbfgs,success,LogisticRegression saga raised ConvergenceWarning; fallback to lbfgs,17,3,False,False
deep_20260612_180817,04_No_Stopwords,LinearSVC,32,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 10.0, ""class_weight"": ""balanced""}","{""C"": 10.0, ""class_weight"": ""balanced""}",balanced,,10.0,,,,,,,,0.7264038231780168,0.6838402603271542,0.632321182492082,0.6398741940571121,0.7235688761767612,0.7264038231780168,0.7180514535193221,0.7264038231780168,0.7264038231780168,0.7264038231780168,1.3163258749991655,0.000623916999757,False,,success,,18,2,False,False
deep_20260612_180817,05_Balanced,LogisticRegression,38,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 2.0, ""solver"": ""saga""}","{""C"": 2.0, ""solver"": ""saga""}",,saga,2.0,,,,,,,,0.7180406212664278,0.6720005103372554,0.6384738721834725,0.639616884377276,0.7224825756089086,0.7180406212664278,0.7134649170429418,0.7180406212664278,0.7180406212664278,0.7180406212664278,2.295535582999946,0.0018571250002423,False,,success,,19,4,False,False
deep_20260612_180817,05_Balanced,LogisticRegression,22,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 5.0, ""solver"": ""lbfgs""}","{""C"": 5.0, ""solver"": ""lbfgs""}",,lbfgs,5.0,,,,,,,,0.7180406212664278,0.6676652072466589,0.6365036044525557,0.6391676248924243,0.7217245388688285,0.7180406212664278,0.7135087191464515,0.7180406212664278,0.7180406212664278,0.7180406212664278,3.9370128749997098,0.0013717090005229,False,,success,,20,5,False,False
deep_20260612_180817,02_Basic_Clean,LogisticRegression,29,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 10.0, ""solver"": ""lbfgs""}","{""C"": 10.0, ""solver"": ""lbfgs""}",,lbfgs,10.0,,,,,,,,0.7192353643966547,0.6665998930870358,0.6380062899501273,0.6390892901837698,0.7300883984561565,0.7192353643966547,0.7189633201021761,0.7192353643966547,0.7192353643966547,0.7192353643966547,4.860188458999801,0.0031012499998723,False,,success,,21,4,False,False
deep_20260612_180817,05_Balanced,LinearSVC,41,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 2.0, ""class_weight"": null}","{""C"": 2.0, ""class_weight"": null}",,,2.0,,,,,,,,0.7204301075268817,0.6990766657258572,0.6323022210998964,0.6389883173487065,0.7221326666226936,0.7204301075268817,0.7108947490352431,0.7204301075268817,0.7204301075268817,0.7204301075268817,2.6702524590000394,0.0009633749996282,False,,success,,22,1,True,False
deep_20260612_180817,05_Balanced,LogisticRegression,27,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 10.0, ""solver"": ""lbfgs""}","{""C"": 10.0, ""solver"": ""lbfgs""}",,lbfgs,10.0,,,,,,,,0.7168458781362007,0.6724067157386946,0.6341916872969589,0.638806276712991,0.7188478943319166,0.7168458781362007,0.7108652554273643,0.7168458781362007,0.7168458781362007,0.7168458781362007,6.022414416000174,0.0021999580003466,False,,success,,23,6,False,False
deep_20260612_180817,01_Raw_Data,LinearSVC,18,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 1.0, ""class_weight"": ""balanced""}","{""C"": 1.0, ""class_weight"": ""balanced""}",balanced,,1.0,,,,,,,,0.7252090800477897,0.6511516256029731,0.6454022388250715,0.6386799572266291,0.726485303952929,0.7252090800477897,0.7215805432564346,0.7252090800477897,0.7252090800477897,0.7252090800477897,0.6217133750001267,0.0007097499997144,False,,success,,24,4,False,False
deep_20260612_180817,02_Basic_Clean,LinearSVC,37,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 1.0, ""class_weight"": null}","{""C"": 1.0, ""class_weight"": null}",,,1.0,,,,,,,,0.7287933094384708,0.7027139146941683,0.6228394471680424,0.6385465993546108,0.7219642764769517,0.7287933094384708,0.7161880155735774,0.7287933094384708,0.7287933094384708,0.7287933094384708,0.5957961249996515,0.0006781249994673,False,,success,,25,4,False,False
deep_20260612_180817,03_Full_Clean,LogisticRegression,29,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 10.0, ""solver"": ""lbfgs""}","{""C"": 10.0, ""solver"": ""lbfgs""}",,lbfgs,10.0,,,,,,,,0.7192353643966547,0.6684377082651825,0.6342004619759568,0.6385441706985227,0.7277346052600239,0.7192353643966547,0.7182865975922834,0.7192353643966547,0.7192353643966547,0.7192353643966547,3.2444424579998667,0.0035145829997418,False,,success,,26,1,True,False
deep_20260612_180817,04_No_Stopwords,LinearSVC,41,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 2.0, ""class_weight"": null}","{""C"": 2.0, ""class_weight"": null}",,,2.0,,,,,,,,0.7216248506571087,0.7016491555993267,0.6232856160662237,0.6384833400293478,0.7183126681876065,0.7216248506571087,0.7108317240095856,0.7216248506571087,0.7216248506571087,0.7216248506571087,0.6546323750008014,0.0003828750013781,False,,success,,27,3,False,False
deep_20260612_180817,01_Raw_Data,LinearSVC,23,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 3], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 3)",2,0.95,True,"{""C"": 2.0, ""class_weight"": ""balanced""}","{""C"": 2.0, ""class_weight"": ""balanced""}",balanced,,2.0,,,,,,,,0.7323775388291517,0.6497278036176457,0.6443663874046921,0.6384017602629393,0.7302363649563974,0.7323775388291517,0.7274985797727052,0.7323775388291517,0.7323775388291517,0.7323775388291517,1.255721665999772,0.0009563329999764,False,,success,,28,5,False,False
deep_20260612_180817,01_Raw_Data,LinearSVC,19,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 1.0, ""class_weight"": ""balanced""}","{""C"": 1.0, ""class_weight"": ""balanced""}",balanced,,1.0,,,,,,,,0.7240143369175627,0.6606947997859868,0.6417555999902734,0.6382962949834081,0.7237381158991362,0.7240143369175627,0.7187076577704758,0.7240143369175627,0.7240143369175627,0.7240143369175627,0.6603382919997784,0.000471583000035,False,,success,,29,6,False,False
deep_20260612_180817,02_Basic_Clean,LogisticRegression,27,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 10.0, ""solver"": ""lbfgs""}","{""C"": 10.0, ""solver"": ""lbfgs""}",,lbfgs,10.0,,,,,,,,0.7180406212664278,0.6614531937848571,0.6387229833111308,0.6382862765210761,0.7297107889559281,0.7180406212664278,0.718762426493546,0.7180406212664278,0.7180406212664278,0.7180406212664278,4.169220249999853,0.0031280419998438,False,,success,,30,5,False,False
deep_20260612_180817,02_Basic_Clean,LogisticRegression,28,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 70000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,70000,"(1, 2)",2,0.95,True,"{""C"": 10.0, ""solver"": ""lbfgs""}","{""C"": 10.0, ""solver"": ""lbfgs""}",,lbfgs,10.0,,,,,,,,0.7180406212664278,0.6614531937848571,0.6387229833111308,0.6382862765210761,0.7297107889559281,0.7180406212664278,0.718762426493546,0.7180406212664278,0.7180406212664278,0.7180406212664278,4.182518084000094,0.0029857089998586,False,,success,,31,6,False,False
deep_20260612_180817,03_Full_Clean,LogisticRegression,19,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 2.0, ""solver"": ""lbfgs""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7048984468339307,0.6391645714283384,0.6512663571577776,0.6381879672538032,0.7267038150362554,0.7048984468339307,0.7111207546120828,0.7048984468339307,0.7048984468339307,0.7048984468339307,1.8602057919997603,0.0012928329997521,False,,success,,32,2,False,False
deep_20260612_180817,02_Basic_Clean,LinearSVC,18,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 1.0, ""class_weight"": ""balanced""}","{""C"": 1.0, ""class_weight"": ""balanced""}",balanced,,1.0,,,,,,,,0.7264038231780168,0.6472483587192855,0.6490756580360161,0.6379857369089955,0.7278721939234911,0.7264038231780168,0.722556774239932,0.7264038231780168,0.7264038231780168,0.7264038231780168,0.6168875000003027,0.0006697920007354,False,,success,,33,5,False,False
deep_20260612_180817,03_Full_Clean,LogisticRegression,22,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 2)",2,0.95,True,"{""C"": 5.0, ""solver"": ""lbfgs""}","{""C"": 5.0, ""solver"": ""lbfgs""}",,lbfgs,5.0,,,,,,,,0.7192353643966547,0.6580648276634741,0.6395872678559835,0.6379595291642935,0.7309617454680163,0.7192353643966547,0.72022850337311,0.7192353643966547,0.7192353643966547,0.7192353643966547,2.4918951250001555,0.0028871670001535,False,,success,,34,3,False,False
deep_20260612_180817,05_Balanced,LogisticRegression,34,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 3], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 3)",2,0.95,True,"{""C"": 1.0, ""solver"": ""saga""}","{""C"": 1.0, ""solver"": ""saga""}",,saga,1.0,,,,,,,,0.7144563918757467,0.6618590726590893,0.6391031533488372,0.6376319597536707,0.7210544371969755,0.7144563918757467,0.7119998685196552,0.7144563918757467,0.7144563918757467,0.7144563918757467,2.969239666001158,0.0012283340001886,False,,success,,35,7,False,False
deep_20260612_180817,01_Raw_Data,LogisticRegression,38,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 2.0, ""solver"": ""saga""}","{""C"": 2.0, ""solver"": ""lbfgs""}",,lbfgs,2.0,,,,,,,,0.7072879330943848,0.648547109475817,0.6464521300762548,0.6373113887126363,0.7249914924545023,0.7072879330943848,0.7105943954948228,0.7072879330943848,0.7072879330943848,0.7072879330943848,84.94318754200003,0.0034661250000453,True,The max_iter was reached which means the coef_ did not converge; LogisticRegression saga raised ConvergenceWarning; fallback to lbfgs,success,LogisticRegression saga raised ConvergenceWarning; fallback to lbfgs,36,5,False,False
deep_20260612_180817,01_Raw_Data,LinearSVC,27,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 3], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 3)",2,0.95,True,"{""C"": 5.0, ""class_weight"": ""balanced""}","{""C"": 5.0, ""class_weight"": ""balanced""}",balanced,,5.0,,,,,,,,0.7299880525686977,0.6576115289595735,0.6374197673499937,0.6372781885837198,0.7249803054744673,0.7299880525686977,0.7234685811237034,0.7299880525686977,0.7299880525686977,0.7299880525686977,1.5254492500002923,0.0010024160001194,False,,success,,37,7,False,False
deep_20260612_180817,05_Balanced,LinearSVC,16,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 3], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 3)",2,0.95,True,"{""C"": 0.5, ""class_weight"": ""balanced""}","{""C"": 0.5, ""class_weight"": ""balanced""}",balanced,,0.5,,,,,,,,0.7168458781362007,0.6699859762888946,0.6376130251203589,0.6371016932551483,0.7168881999054513,0.7168458781362007,0.7099312219485228,0.7168458781362007,0.7168458781362007,0.7168458781362007,2.576031750000766,0.0008971250008471,False,,success,,38,2,False,False
deep_20260612_180817,04_No_Stopwords,LinearSVC,33,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 10.0, ""class_weight"": ""balanced""}","{""C"": 10.0, ""class_weight"": ""balanced""}",balanced,,10.0,,,,,,,,0.7204301075268817,0.6660502072837928,0.629107822875911,0.6368804770126486,0.7157688272904354,0.7204301075268817,0.7142813775235638,0.7204301075268817,0.7204301075268817,0.7204301075268817,1.088779749999958,0.0005880829994566,False,,success,,39,4,False,False
deep_20260612_180817,05_Balanced,LinearSVC,26,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",2,0.95,True,"{""C"": 5.0, ""class_weight"": ""balanced""}","{""C"": 5.0, ""class_weight"": ""balanced""}",balanced,,5.0,,,,,,,,0.7192353643966547,0.7109395517282563,0.6241513924373384,0.6366611313243503,0.7221510865894534,0.7192353643966547,0.7090087730592846,0.7192353643966547,0.7192353643966547,0.7192353643966547,4.389185833999363,0.0014445839988184,False,,success,,40,3,False,False
