record_id,caption,topic_label_final,topic_label_id,label_status,label_source,is_uncertain_label,page_name,page_handle,page_url,post_url,crawler_owner,raw_schema_type,page_followers,has_page_followers,post_created_time_human,post_created_date,post_created_hour,post_created_weekday,timestamp_status,has_post_created_time,metadata_observed_at,like_count,love_count,haha_count,wow_count,sad_count,angry_count,care_count,sorry_count,total_reactions,reaction_detail_sum,reaction_detail_coverage_ratio,reaction_details_status,has_reaction_total,has_reaction_details,share_count,comment_count,has_share_count,has_comment_count,has_engagement_basic,positive_reaction_total,negative_reaction_total,special_reaction_total,all_reaction_total_for_formula,reaction_intensity,reaction_valence,polarity_score,love_ratio,care_ratio,haha_ratio,wow_ratio,sad_ratio,angry_ratio,approval_reaction_index,outrage_reaction_index,amusement_reaction_index,empathy_reaction_index,engagement_total,reaction_per_follower,share_per_follower,comment_per_follower,engagement_per_follower,usable_for_topic_classification,usable_for_reaction_analysis,usable_for_engagement_analysis,has_metadata_outlier,metadata_outlier_reason,usable_for_engagement_analysis_strict,exclude_reason,quality_note
REC_000012,"Tổng Bí thư, Chủ tịch nước Tô Lâm và Phu nhân sẽ thăm cấp Nhà nước tới Singapore và dự, phát biểu tại Đối thoại Shangri-la",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0uHEAS1PWZJ5YC5HbQRktDh1rrDysvXYgLwPcAVfs4EBQEViixzvGckT575L8Q1qzl,nhung,schema_5_new_timestamp,207000,1,2026-05-25 01:29:00,2026-05-25,1.0,Monday,ok,1,2026-05-26 01:24:13,68,8,0,0,0,0,0,0.0,76,76.0,1.0,ok,1,1,2,0,1,1,1,8,0,8,76,0.10526315789473684,1.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78,0.00036714975845410626,9.66183574879227e-06,0.0,0.00037681159420289854,1,1,1,0,,1,,
REC_000013,"Phó Chủ tịch Quốc hội Nguyễn Thị Thanh dự Lễ hội Sắc vàng Tam Cốc - Tràng An 2026 ——— Sáng 24/5, Lễ hội Sắc vàng Tam Cốc - Tràng An đã diễn ra tại Khu du lịch Tam Cốc - Bích Động, tỉnh Ninh Bình. Uỷ viên Trung ương Đảng, Phó Chủ tịch Quốc hội Nguyễn Thị Thanh tham dự Lễ hội. #quochoi #baodbnd",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02oNdnYFXSfpeLNWW6JbEabmXxzZTm7oahRinTu3B4NUU7tkZrH1xWNe3F5EQMg4yZl,nhung,schema_5_new_timestamp,207000,1,2026-05-24 13:04:00,2026-05-24,13.0,Sunday,ok,1,2026-05-26 01:24:18,173,14,0,0,0,0,0,0.0,187,187.0,1.0,ok,1,1,10,0,1,1,1,14,0,14,187,0.0748663101604278,1.0,0.0748663101604278,0.0748663101604278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,197,0.0009033816425120773,4.830917874396135e-05,0.0,0.0009516908212560387,1,1,1,0,,1,,
REC_000014,Công bố 39 loại sản phẩm bảo vệ sức khỏe là hàng giả,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid04y7dsC3EHop6XCSG1PG2fRnsjYF8ykJw4HPyxzXmX2w14kMGTUiMT6hyxBMSEAvtl,nhung,schema_5_new_timestamp,207000,1,2026-05-24 07:07:00,2026-05-24,7.0,Sunday,ok,1,2026-05-26 01:24:24,124,5,0,2,0,0,0,0.0,131,131.0,1.0,ok,1,1,23,0,1,1,1,5,2,7,131,0.05343511450381679,1.0,0.05343511450381679,0.03816793893129771,0.0,0.0,0.015267175572519083,0.0,0.0,0.9847328244274809,0.0,0.0,0.0,154,0.0006328502415458938,0.00011111111111111112,0.0,0.0007439613526570049,1,1,1,0,,1,,
REC_000015,Chính phủ 'chốt' nhà giáo được hưởng phụ cấp ưu đãi nghề lên đến 80%,T14. LABOR,T14,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0NDNSyRf3E9iCSX9wFC1C1v8RZNwCJe4wwnzAxBBn8m6bAcktr5tZbAPype8Pi58xl,nhung,schema_5_new_timestamp,207000,1,2026-05-24 01:10:00,2026-05-24,1.0,Sunday,ok,1,2026-05-26 01:24:30,181,11,0,0,0,0,0,0.0,192,192.0,1.0,ok,1,1,19,0,1,1,1,11,0,11,192,0.057291666666666664,1.0,0.057291666666666664,0.057291666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,211,0.0009275362318840579,9.178743961352657e-05,0.0,0.0010193236714975845,1,1,1,0,,1,,
REC_000016,Cảnh báo nhiều thủ đoạn lừa đảo trên không gian mạng,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0sJEGLbepzBCTB54SAQGpVGNziQTBAE8gGPkGfPiLEx7zhuTjWzqCjeujwkwneQg6l,nhung,schema_5_new_timestamp,207000,1,2026-05-23 09:40:00,2026-05-23,9.0,Saturday,ok,1,2026-05-26 01:24:36,62,4,0,0,0,0,0,0.0,66,66.0,1.0,ok,1,1,18,0,1,1,1,4,0,4,66,0.06060606060606061,1.0,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84,0.00031884057971014494,8.695652173913044e-05,0.0,0.00040579710144927536,1,1,1,0,,1,,
REC_000017,"Từ 2027, quốc gia giàu nhất châu Á yêu cầu sinh viên phải học AI",T02. ECONOMY_BUSINESS_AND_FINANCE,T02,human_verified,manual_adjudicated,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid036iZx7nkS3R4qz1XfwTu3tKyKh2Ps9JK61TMNTXKUVGfR9p4AfX2eG96KEg36MAPGl,nhung,schema_5_new_timestamp,207000,1,2026-05-23 01:15:00,2026-05-23,1.0,Saturday,ok,1,2026-05-26 01:24:42,52,4,0,0,0,0,0,0.0,56,56.0,1.0,ok,1,1,8,0,1,1,1,4,0,4,56,0.07142857142857142,1.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64,0.00027053140096618356,3.864734299516908e-05,0.0,0.00030917874396135266,1,1,1,0,,1,,pilot_or_calibration_sample_exclude_from_test
REC_000018,"Ủy ban Công tác đại biểu trao quyết định về công tác cán bộ ——— Sáng 22/5, tại Trụ sở các cơ quan của Quốc hội (22 Hùng Vương, Hà Nội), Ủy ban Công tác đại biểu đã tổ chức Lễ công bố và trao quyết định về công tác cán bộ. Ủy viên Trung ương Đảng, Phó Trưởng Ban Tổ chức Trung ương, Chủ nhiệm Ủy ban Công tác đại biểu Nguyễn Hữu Đông chủ trì buổi lễ. #quochoi #baodbnd",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02iTvY8fHta4idgtZNfacQtHU6ouzRjepwGxJNh7vCxan1DEhm8dWjLLeckbqfX1Rzl,nhung,schema_5_new_timestamp,207000,1,2026-05-22 05:50:00,2026-05-22,5.0,Friday,ok,1,2026-05-26 01:24:52,182,7,0,0,0,0,0,0.0,189,189.0,1.0,ok,1,1,15,0,1,1,1,7,0,7,189,0.037037037037037035,1.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,204,0.0009130434782608696,7.246376811594203e-05,0.0,0.0009855072463768116,1,1,1,0,,1,,
REC_000019,Đội Công binh số 4 Việt Nam nhận thư khen từ Bộ Văn phòng Tổng thống Nam Sudan #baodbnd,T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02Skg61bnQFxPhG4FTfmdAY56h4zV2LFcZF76jAsxCwPPwD3P99ETKYQYA6gdyXeNPl,nhung,schema_5_new_timestamp,207000,1,2026-05-21 15:53:00,2026-05-21,15.0,Thursday,ok,1,2026-05-26 01:24:59,53,3,0,0,0,0,0,0.0,56,56.0,1.0,ok,1,1,8,0,1,1,1,3,0,3,56,0.05357142857142857,1.0,0.05357142857142857,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64,0.00027053140096618356,3.864734299516908e-05,0.0,0.00030917874396135266,1,1,1,0,,1,,
REC_000021,"Đón 28 hài cốt liệt sĩ quân tình nguyện và chuyên gia Việt Nam từ Lào về an táng ______ Sáng ngày 20/ 5, tại Cửa khẩu Quốc tế Lao Bảo – Đen Sa Vẳn, UBND tỉnh Quảng Trị phối hợp với Ủy ban chính quyền hai tỉnh Sa Vẳn Na Khệt và Khăm Muồn (nước Cộng hòa Dân chủ Nhân dân Lào) long trọng tổ chức Lễ bàn giao, đón nhận 28 hài cốt liệt sĩ là Quân tình nguyện và Chuyên gia Việt Nam hy sinh tại Lào trong các thời kỳ chiến tranh. Đây là kết quả sau một mùa khô (2025 – 2026) nỗ lực tìm kiếm, cất bốc và quy tập đầy gian khổ của Đội 584 và Đội 589 thuộc Phòng Chính trị, Bộ Chỉ huy Quân sự (CHQS) tỉnh Quảng Trị trên đất bạn Lào. #baodbnd",T13. HUMAN_INTEREST,T13,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02Wzj2uSqjiMqmF4k5hWnQayc8Cu6wLfSo35aKAwWKpAERGE4qB7Upy2cBw1z35X9Yl,nhung,schema_5_new_timestamp,207000,1,2026-05-21 03:52:00,2026-05-21,3.0,Thursday,ok,1,2026-05-26 01:25:11,48,0,0,0,0,0,2,0.0,50,50.0,1.0,ok,1,1,6,0,1,1,1,2,0,2,50,0.04,1.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.04,56,0.00024154589371980676,2.898550724637681e-05,0.0,0.00027053140096618356,1,1,1,0,,1,,
REC_000022,"Nhà ở để bán vẫn cần thiết, nhưng nhà ở cho thuê phải được xác định là trụ cột chiến lược",T02. ECONOMY_BUSINESS_AND_FINANCE,T02,human_verified,manual_adjudicated,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0nrGwb8cG1wwS1Bs6bQttrWdrcyJoAE2txnZXWMm8Yk8h5UWK7kvgrbQQzzY6qjJBl,nhung,schema_5_new_timestamp,207000,1,2026-05-21 00:41:00,2026-05-21,0.0,Thursday,ok,1,2026-05-26 01:25:17,60,4,0,0,0,0,0,0.0,64,64.0,1.0,ok,1,1,7,0,1,1,1,4,0,4,64,0.0625,1.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,0.00030917874396135266,3.3816425120772945e-05,0.0,0.0003429951690821256,1,1,1,0,,1,,pilot_or_calibration_sample_exclude_from_test
REC_000023,"Không ngừng vun đắp và thúc đẩy quan hệ giữa Việt Nam và Triều Tiên ——— Chiều 20/5, tại trụ sở Chính phủ, Thủ tướng Chính phủ Lê Minh Hưng đã tiếp Đại sứ đặc mệnh toàn quyền nước Cộng hòa Dân chủ Nhân dân Triều Tiên tại Việt Nam Ri Sung Guk. #baodbnd",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid029vSo7xD1Za2WyxgWMfH8Vgmk3nrAfgBjyVnTKNrpJ5uAr9zHmvEF9aVLXCBG1kA4l,nhung,schema_5_new_timestamp,207000,1,2026-05-20 13:41:00,2026-05-20,13.0,Wednesday,ok,1,2026-05-26 01:25:22,76,6,0,0,0,0,0,0.0,82,82.0,1.0,ok,1,1,11,0,1,1,1,6,0,6,82,0.07317073170731707,1.0,0.07317073170731707,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93,0.0003961352657004831,5.314009661835749e-05,0.0,0.0004492753623188406,1,1,1,0,,1,,
REC_000025,"Điểm báo VTV1: Cương vị càng cao, trách nhiệm càng lớn ______ Sáng 19/5, tại Lễ trao tặng Huy hiệu 80 năm, 75 năm, 70 năm tuổi Đảng cho 34 đảng viên lão thành đang sinh hoạt tại Đảng bộ thành phố Hà Nội, Tổng Bí thư, Chủ tịch nước Tô Lâm nhấn mạnh một thông điệp vô cùng sâu sắc: người đảng viên cộng sản “càng giữ cương vị cao càng phải khiêm tốn, trong sạch, trách nhiệm; càng có quyền lực càng phải tự ràng buộc mình bằng kỷ luật, đạo đức, danh dự và lợi ích của Nhân dân”. Bài viết được VTV1 điểm lại trong chương trình Điểm báo sáng nay. #baodbnd",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/reel/1311903647563889,nhung,schema_5_new_timestamp,207000,1,2026-05-20 03:19:00,2026-05-20,3.0,Wednesday,ok,1,2026-05-26 01:25:35,64,3,0,0,0,0,0,0.0,67,67.0,1.0,ok,1,1,6,0,1,1,1,3,0,3,67,0.04477611940298507,1.0,0.04477611940298507,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,0.00032367149758454105,2.898550724637681e-05,0.0,0.0003526570048309179,1,1,1,0,,1,,
REC_000026,"Tổng Bí thư, Chủ tịch nước Tô Lâm: Từ nay đến 2030, nhà ở cho thuê phải được xác định là trụ cột chiến lược",T01. POLITICS,T01,human_labeled,manual,0.0,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0dv5CkEkZ4ZJGyd7Yn8sWWrxU8TjZdwTBPyjaAxAhhM6pafkPNrMUd3AiAFRXtbGEl,nhung,schema_5_new_timestamp,207000,1,2026-05-19 13:12:00,2026-05-19,13.0,Tuesday,ok,1,2026-05-26 01:25:40,191,22,2,0,0,0,0,0.0,215,215.0,1.0,ok,1,1,13,0,1,1,1,22,2,24,215,0.11162790697674418,1.0,0.11162790697674418,0.10232558139534884,0.0,0.009302325581395349,0.0,0.0,0.0,0.9906976744186047,0.0,0.009302325581395349,0.0,228,0.0010386473429951691,6.280193236714976e-05,0.0,0.0011014492753623189,1,1,1,0,,1,,
